Year,State,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Gallons of ethanol derived from time-varying ABV
1989,Florida,30166507,10429985,28923,2.0,9312134,2395,2.0,29166638.0
1989,Georgia,11937182,5061977,23582,6.0,4359886,7380,6.0,11674909.0
1989,Hawaii,2425896,869982,27884,2.0,764691,1724,2.0,2346120.0
1989,Idaho,1620836,751644,21564,8.0,641464,5268,7.0,1566714.0
1989,Illinois,23836902,9074279,26269,3.0,7906148,150,4.0,23058851.0
1989,Indiana,9101823,4390270,20732,8.0,3787574,4031,8.0,8828491.0
1989,Iowa,4431728,2205431,20095,9.0,1921142,3068,9.0,4268932.0
1989,Kansas,3520078,1943585,18111,0.0,1697400,738,0.0,3400812.0
1989,Kentucky,5243617,2937257,17852,0.0,2535904,678,0.0,5171764.0
1989,Louisiana,8003086,3262112,24533,6.0,2785332,8733,5.0,7838221.0
1989,Maine,2406438,979557,24567,6.0,854474,8163,6.0,2284894.0
1989,Maryland,9591080,3812281,25158,4.0,3360524,8540,5.0,9252949.0
1989,Massachusetts,13367629,4955383,26976,3.0,4350548,726,3.0,12716508.0
1989,Michigan,17562828,7338167,23934,6.0,6344734,7681,6.0,17002898.0
1989,Minnesota,8389770,3416223,24559,6.0,2989815,8061,6.0,8065427.0
1989,Mississippi,4051711,1990597,20354,9.0,1678652,4137,8.0,4030178.0
1989,Missouri,9263317,4061070,22810,7.0,3547839,6110,7.0,9022735.0
1989,Montana,1625498,621819,26141,4.0,541623,12,4.0,1582307.0
1989,Nebraska,2785797,1234299,22570,7.0,1074983,5915,7.0,2724697.0
1989,Nevada,4287443,912236,46999,1.0,810445,2902,1.0,4117003.0
1989,New Hampshire,3872913,885226,43751,1.0,774841,9983,1.0,3706451.0
1989,New Jersey,16323192,6315429,25847,4.0,5577632,9265,4.0,15722432.0
1989,New Mexico,3001133,1146982,26165,4.0,986449,424,3.0,2935584.0
1989,New York,34212606,14628200,23388,7.0,12834624,6656,7.0,33006442.0
1989,North Carolina,10936272,5324731,20539,8.0,4612153,3712,9.0,10785311.0
1989,North Dakota,1229516,503668,24411,6.0,435893,8207,5.0,1192999.0
1989,Ohio,18063214,8629360,20932,8.0,7498588,4089,8.0,17520939.0
1989,Oklahoma,4349243,2484389,17506,0.0,2154192,190,0.0,4333025.0
1989,Oregon,5474886,2227654,24577,5.0,1960208,7930,6.0,5287010.0
1989,Pennsylvania,20597720,9676391,21287,8.0,8497873,4239,8.0,20313528.0
1989,Rhode Island,2198798,823227,26709,3.0,719381,565,3.0,2108611.0
1989,South Carolina,6837526,2740533,24950,5.0,2348746,9111,4.0,6691181.0
1989,South Dakota,1166518,537125,21718,7.0,465642,5052,7.0,1134078.0
1989,Tennessee,7564913,3911213,19342,9.0,3394601,2285,9.0,7469245.0
1989,Texas,32061026,13010843,24642,5.0,11172015,8698,5.0,31453353.0
1989,Utah,1695859,1200226,14129,0.0,992893,7080,0.0,1647526.0
1989,Vermont,1295968,445953,29061,2.0,386217,3555,2.0,1226050.0
1989,Virginia,10786431,4943990,21817,7.0,4310543,5023,8.0,10483827.0
1989,Washington,9300990,3762837,24718,5.0,3305989,8134,6.0,8911200.0
1989,West Virginia,2415805,1464256,16499,0.0,1264929,9098,0.0,2394171.0
1989,Wisconsin,11469810,3842468,29850,1.0,3347322,4266,1.0,11136153.0
1989,Wyoming,869395,348340,24958,5.0,299523,9026,4.0,838879.0
1989,Northeast Region,101003916,41403778,24395,,36377016,7766,,97447899.0
1989,Midwest Region,110821301,47175945,23491,,41017080,7018,,7380721.0
1989,South Region,157060556,67501233,23268,,58585131,6809,,53506565.0
1989,West Region,109937299,40817401,26934,,35588129,892,,5201388.0
1989,United States,478823072,196898357,24318,,171567356,7909,,63940125.0
1990,Alabama,6214580,3237975,19193,9.0,2793003,2251,9.0,6113183.0
1990,Alaska,1353594,406815,33273,1.0,352890,8357,1.0,1276108.0
1990,Arizona,7960469,2877804,27662,3.0,2506782,1756,3.0,7647695.0
1990,Arkansas,3490696,1874769,18619,9.0,1624743,1485,9.0,3387390.0
1990,California,65388071,23532460,27786,2.0,20566804,1793,2.0,61518213.0
1990,Colorado,6218422,2599300,23923,6.0,2278719,7289,6.0,5989966.0
1990,Connecticut,6625681,2693701,24597,6.0,2393942,7677,6.0,6266799.0
1990,Delaware,1584518,536743,29521,2.0,470607,3670,2.0,1502395.0
1990,District of Columbia,2133168,515838,41353,1.0,457336,6643,1.0,2063071.0
1990,Florida,31597309,10658106,29646,2.0,9523627,3178,2.0,30452804.0
1990,Georgia,11884359,5135952,23140,7.0,4438778,6774,6.0,11575689.0
1990,Hawaii,2521552,889174,28358,2.0,784787,2130,2.0,2446764.0
1990,Idaho,1733198,765029,22655,7.0,651492,6604,7.0,1668089.0
1990,Illinois,23902761,9125078,26195,4.0,7979038,9957,4.0,22921119.0
1990,Indiana,9284817,4434627,20937,8.0,3838437,4189,8.0,8923630.0
1990,Iowa,4567417,2212714,20642,9.0,1930278,3662,9.0,4379110.0
1990,Kansas,3485345,1950171,17872,0.0,1705042,441,0.0,3364666.0
1990,Kentucky,5420410,2961818,18301,0.0,2563305,1146,0.0,5283220.0
1990,Louisiana,8315750,3267738,25448,5.0,2803796,9659,4.0,8120354.0
1990,Maine,2313484,989615,23378,6.0,866847,6688,7.0,2198177.0
1990,Maryland,9652967,3851546,25063,5.0,3411170,8298,6.0,9275184.0
1990,Massachusetts,13025316,4947476,26327,3.0,4367281,9825,4.0,12231356.0
1990,Michigan,17826219,7372927,24178,6.0,6400602,7851,6.0,17187058.0
1990,Minnesota,8791290,3443145,25533,4.0,3020541,9105,5.0,8397109.0
1990,Mississippi,4185786,2009674,20828,8.0,1701288,4604,8.0,4149327.0
1990,Missouri,9379547,4085957,22956,7.0,3577705,6217,7.0,9098434.0
1990,Montana,1665198,623279,26717,3.0,543491,639,3.0,1618265.0
1990,Nebraska,2790512,1239600,22511,7.0,1080576,5824,7.0,2704726.0
1990,Nevada,4613444,964667,47824,1.0,856428,3868,1.0,4398995.0
1990,New Hampshire,3827091,889335,43033,1.0,782374,8916,1.0,3620653.0
1990,New Jersey,16362376,6330653,25846,4.0,5616861,9131,4.0,15611362.0
1990,New Mexico,3066161,1159830,26436,3.0,999666,672,3.0,2980883.0
1990,New York,33732599,14642860,23037,7.0,12899626,6150,7.0,32506182.0
1990,North Carolina,11220724,5394821,20799,9.0,4688373,3933,8.0,11037425.0
1990,North Dakota,1286625,501889,25636,4.0,435712,9529,4.0,1233188.0
1990,Ohio,18095781,8677827,20853,8.0,7571418,3900,9.0,17430851.0
1990,Oklahoma,4496819,2486364,18086,0.0,2158394,834,0.0,4478909.0
1990,Oregon,5703578,2270473,25121,5.0,1998505,8539,5.0,5493381.0
1990,Pennsylvania,20871778,9700623,21516,8.0,8551230,4408,8.0,20599448.0
1990,Rhode Island,2095557,826558,25353,5.0,725369,8890,5.0,1996237.0
1990,South Carolina,7268011,2781705,26128,4.0,2393507,366,3.0,7080852.0
1990,South Dakota,1257504,537903,23378,6.0,466502,6956,6.0,1208553.0
1990,Tennessee,7748664,3945188,19641,9.0,3434409,2562,9.0,7585265.0
1990,Texas,32567850,13160833,24746,6.0,11314420,8784,5.0,31963994.0
1990,Utah,1705208,1228579,13880,0.0,1012130,6848,0.0,1605829.0
1990,Vermont,1263300,450614,28035,2.0,391756,2247,2.0,1200788.0
1990,Virginia,10914116,5012102,21776,8.0,4388078,4872,8.0,10546900.0
1990,Washington,9603682,3856497,24903,5.0,3391434,8317,5.0,9199149.0
1990,West Virginia,2510814,1462824,17164,0.0,1267321,9812,0.0,2488319.0
1990,Wisconsin,11892467,3868489,30742,1.0,3377223,5214,1.0,11483265.0
1990,Wyoming,909551,346107,26279,3.0,297382,585,3.0,870767.0
1990,Northeast Region,100117182,41471435,24141,,36595286,7358,,96154883.0
1990,Midwest Region,112560285,47450327,23722,,41383074,7200,,8347229.0
1990,South Region,161206541,68293996,23605,,59432155,7124,,57057455.0
1990,West Region,112442128,41520014,27081,,36240510,1027,,6796704.0
1990,United States,486326136,198735772,24471,,173651025,8006,,67753272.0
1991,Alabama,5771823,3278595,17605,0.0,2836520,348,0.0,5669355.0
1991,Alaska,1308622,420421,31126,1.0,364906,5862,1.0,1227812.0
1991,Arizona,8040418,2964051,27126,2.0,2594251,993,2.0,7728213.0
1991,Arkansas,3434796,1898088,18096,9.0,1646750,858,9.0,3323235.0
1991,California,58441531,23798181,24557,4.0,20894983,7969,4.0,55180280.0
1991,Colorado,6970070,2667684,26128,3.0,2348252,9682,3.0,6629078.0
1991,Connecticut,6173560,2690584,22945,6.0,2402137,5700,6.0,5831453.0
1991,Delaware,1474720,546713,26974,2.0,482412,570,2.0,1398932.0
1991,District of Columbia,1967607,506357,38858,1.0,453081,3427,1.0,1899219.0
1991,Florida,29408939,10942730,26875,2.0,9810425,9977,3.0,28067287.0
1991,Georgia,11373273,5252149,21655,7.0,4559829,4942,7.0,11055375.0
1991,Hawaii,2418291,906225,26685,2.0,801292,180,2.0,2341781.0
1991,Idaho,1738464,794070,21893,7.0,675341,5742,6.0,1671234.0
1991,Illinois,22823711,9199533,24810,4.0,8065109,8299,4.0,21925095.0
1991,Indiana,8971186,4483258,20010,9.0,3894321,3037,8.0,8608196.0
1991,Iowa,4477630,2228313,20094,8.0,1948358,2982,9.0,4315042.0
1991,Kansas,3638563,1962469,18541,9.0,1719119,1165,9.0,3504226.0
1991,Kentucky,5318736,2987309,17804,0.0,2591267,526,0.0,5178336.0
1991,Louisiana,8093669,3289446,24605,4.0,2825247,8648,3.0,7870167.0
1991,Maine,2238652,993172,22540,6.0,872551,5656,7.0,2138265.0
1991,Maryland,9082674,3892220,23335,6.0,3460480,6247,6.0,8672437.0
1991,Massachusetts,12233885,4917991,24876,3.0,4373309,7974,4.0,11473854.0
1991,Michigan,16825062,7437232,22623,6.0,6481013,5961,6.0,16317751.0
1991,Minnesota,8177178,3485548,23460,5.0,3065785,6672,5.0,7859617.0
1991,Mississippi,4152647,2026085,20496,8.0,1719074,4156,8.0,4116802.0
1991,Missouri,9060440,4116559,22010,7.0,3612629,5080,7.0,8790012.0
1991,Montana,1672138,632822,26424,3.0,550843,356,2.0,1625917.0
1991,Nebraska,2739148,1251692,21884,7.0,1091852,5087,7.0,2665996.0
1991,Nevada,4449660,1032790,43084,1.0,922263,8247,1.0,4255835.0
1991,New Hampshire,3802142,883293,43045,1.0,781277,8666,1.0,3604069.0
1991,New Jersey,14858694,6351499,23394,6.0,5651855,6290,6.0,14176026.0
1991,New Mexico,3021144,1188025,25430,3.0,1024052,9502,3.0,2939305.0
1991,New York,31390423,14662659,21408,7.0,12964042,4213,7.0,30239358.0
1991,North Carolina,10753559,5498985,19556,9.0,4812423,2345,9.0,10603987.0
1991,North Dakota,1221638,500148,24426,4.0,434765,8099,4.0,1174849.0
1991,Ohio,17692789,8735319,20254,8.0,7645180,3142,8.0,17061346.0
1991,Oklahoma,4419462,2508142,17620,0.0,2180298,270,0.0,4395330.0
1991,Oregon,5565867,2333892,23848,5.0,2058739,7035,5.0,5370742.0
1991,Pennsylvania,19980881,9749929,20493,8.0,8629151,3155,8.0,19724254.0
1991,Rhode Island,1997511,827389,24142,4.0,731888,7293,5.0,1906715.0
1991,South Carolina,6830947,2837715,24072,5.0,2452939,7848,4.0,6659184.0
1991,South Dakota,1236242,543823,22732,6.0,471320,6229,6.0,1195103.0
1991,Tennessee,7476974,4005453,18667,9.0,3500309,1361,9.0,7317897.0
1991,Texas,32154941,13424683,23952,5.0,11576385,7776,5.0,31571929.0
1991,Utah,1716109,1276832,13440,0.0,1048183,6372,0.0,1607077.0
1991,Vermont,1220305,452817,26949,2.0,396240,797,2.0,1163417.0
1991,Virginia,10461292,5071019,20630,8.0,4462466,3443,8.0,10077282.0
1991,Washington,9489013,3962332,23948,5.0,3495272,7148,5.0,9110679.0
1991,West Virginia,2503795,1472571,17003,0.0,1276953,9608,0.0,2483750.0
1991,Wisconsin,10817709,3922945,27575,1.0,3434446,1498,1.0,10491798.0
1991,Wyoming,899701,352024,25558,3.0,301886,9803,3.0,858358.0
1991,Northeast Region,93896053,41529333,22610,,36802450,5514,,90236204.0
1991,Midwest Region,107681296,47866839,22496,,41863897,5722,,3927832.0
1991,South Region,154679854,69438260,22276,,60646858,5505,,50406260.0
1991,West Region,105731028,42329349,24978,,37080263,8514,,619462.0
1991,United States,461988231,201163781,22966,,176393468,6191,,45139412.0
1992,Alabama,5946264,3324949,17884,0.0,2887224,595,0.0,5812164.0
1992,Alaska,1323432,437582,30244,1.0,379756,4850,1.0,1227912.0
1992,Arizona,8265834,3070275,26922,2.0,2698598,630,2.0,7865928.0
1992,Arkansas,3656340,1922189,19022,9.0,1669566,1900,9.0,3456881.0
1992,California,61274811,24135509,25388,3.0,21274637,8802,3.0,57704707.0
1992,Colorado,6931767,2755136,25159,3.0,2431910,8503,4.0,6571910.0
1992,Connecticut,6146622,2677814,22954,6.0,2400192,5609,6.0,5734474.0
1992,Delaware,1518894,555416,27347,2.0,492888,816,2.0,1432155.0
1992,District of Columbia,2028480,501044,40485,1.0,453285,4751,1.0,1944185.0
1992,Florida,30710781,11162102,27513,1.0,10031551,614,2.0,28928406.0
1992,Georgia,11989281,5381355,22279,7.0,4690397,5561,6.0,11664604.0
1992,Hawaii,2424879,922563,26284,2.0,815751,9726,3.0,2331800.0
1992,Idaho,1807269,820243,22033,7.0,696910,5933,6.0,1736476.0
1992,Illinois,22535808,9290759,24256,4.0,8169363,7586,4.0,21361490.0
1992,Indiana,8842428,4535127,19498,9.0,3955362,2356,8.0,8395707.0
1992,Iowa,4274988,2253316,18972,9.0,1975494,1640,9.0,4144821.0
1992,Kansas,3542832,1992022,17785,0.0,1747972,268,0.0,3377087.0
1992,Kentucky,5173014,3023012,17112,0.0,2628927,9677,0.0,4976491.0
1992,Louisiana,8349699,3322318,25132,3.0,2857409,9221,3.0,8024837.0
1992,Maine,2219778,994445,22322,6.0,876472,5326,7.0,2118394.0
1992,Maryland,8873259,3925972,22601,6.0,3500952,5345,7.0,8445246.0
1992,Massachusetts,11711520,4912462,23840,5.0,4399368,6621,5.0,10913470.0
1992,Michigan,16588410,7502798,22110,7.0,6563954,5272,7.0,16061284.0
1992,Minnesota,8303745,3527865,23538,5.0,3107456,6722,5.0,7928474.0
1992,Mississippi,4249587,2043626,20794,8.0,1739314,4433,7.0,4207935.0
1992,Missouri,9294540,4152512,22383,6.0,3652278,5449,6.0,8869753.0
1992,Montana,1683933,645664,26081,2.0,560852,25,2.0,1635977.0
1992,Nebraska,2740989,1267812,21620,7.0,1107278,4754,7.0,2641672.0
1992,Nevada,4584870,1078095,42528,1.0,965416,7491,1.0,4348139.0
1992,New Hampshire,3813639,887081,42991,1.0,788211,8383,1.0,3582850.0
1992,New Jersey,14920290,6381601,23380,5.0,5691650,6214,5.0,14076221.0
1992,New Mexico,3017646,1220229,24730,4.0,1051963,8686,3.0,2913094.0
1992,New York,30757962,14710262,20909,8.0,13050295,3569,8.0,29345344.0
1992,North Carolina,10961199,5582734,19634,8.0,4914041,2306,9.0,10830871.0
1992,North Dakota,1201257,503405,23863,5.0,438059,7422,4.0,1144843.0
1992,Ohio,17458284,8795720,19849,8.0,7721934,2609,8.0,16836484.0
1992,Oklahoma,4599054,2544908,18072,9.0,2215805,756,9.0,4546025.0
1992,Oregon,5753700,2386306,24111,4.0,2106594,7313,5.0,5550627.0
1992,Pennsylvania,19449402,9782964,19881,8.0,8689800,2382,8.0,19103462.0
1992,Rhode Island,1925502,826521,23296,6.0,736802,6133,6.0,1815890.0
1992,South Carolina,6711849,2878542,23317,5.0,2500103,6846,5.0,6557113.0
1992,South Dakota,1243737,550189,22606,6.0,476115,6123,6.0,1191594.0
1992,Tennessee,7746840,4068085,19043,9.0,3567584,1715,9.0,7541477.0
1992,Texas,33508812,13701117,24457,4.0,11848003,8282,4.0,32967514.0
1992,Utah,1769085,1331949,13282,0.0,1091827,6203,0.0,1644068.0
1992,Vermont,1171239,455824,25695,3.0,401620,9163,3.0,1115524.0
1992,Virginia,10855377,5157287,21049,7.0,4557521,3819,8.0,10479493.0
1992,Washington,9944637,4070439,24431,4.0,3595469,7659,4.0,9535223.0
1992,West Virginia,2461425,1482469,16604,0.0,1288515,9103,0.0,2433865.0
1992,Wisconsin,10892658,3976485,27393,2.0,3489465,1216,1.0,10473401.0
1992,Wyoming,920541,359520,25605,3.0,307950,9893,2.0,872846.0
1992,Northeast Region,92115954,41628974,22128,,37034410,4873,,87801942.0
1992,Midwest Region,106919676,48348010,22115,,42404730,5214,,2420917.0
1992,South Region,159340155,70577125,22577,,61843085,5765,,54223152.0
1992,West Region,109702404,43233510,25374,,37977633,8886,,3924920.0
1992,United States,468078189,203787619,22969,,179259858,6112,,47881316.0
1993,Alabama,6285567,3376159,18618,9.0,2937227,1400,9.0,6107561.0
1993,Alaska,1141001,447365,25505,2.0,387536,9442,2.0,1063787.0
1993,Arizona,8364953,3190477,26219,2.0,2806790,9803,2.0,7981852.0
1993,Arkansas,3513258,1959700,17928,9.0,1703578,623,9.0,3380744.0
1993,California,56989101,24283573,23468,4.0,21423512,6601,4.0,54091692.0
1993,Colorado,7504189,2858185,26255,2.0,2525389,9715,2.0,7052733.0
1993,Connecticut,5875569,2675060,21964,6.0,2400256,4479,7.0,5533948.0
1993,Delaware,1558721,565177,27579,1.0,502481,1020,1.0,1494889.0
1993,District of Columbia,1879298,497242,37794,1.0,452475,1534,1.0,1810164.0
1993,Florida,30489934,11364374,26829,2.0,10220323,9833,2.0,29097682.0
1993,Georgia,12114197,5507176,21997,6.0,4808243,5195,6.0,11840611.0
1993,Hawaii,2339619,932102,25100,3.0,823112,8424,3.0,2226851.0
1993,Idaho,1796324,852587,21069,7.0,722821,4852,7.0,1729695.0
1993,Illinois,22295994,9384685,23758,4.0,8261230,6989,4.0,21311124.0
1993,Indiana,9093345,4593601,19796,8.0,4012242,2664,8.0,8665216.0
1993,Iowa,4248875,2273664,18687,9.0,1991845,1331,9.0,4136834.0
1993,Kansas,3525499,2014271,17503,0.0,1765023,9974,0.0,3356641.0
1993,Kentucky,5317465,3066707,17339,0.0,2670921,9909,0.0,5157650.0
1993,Louisiana,8262199,3349541,24667,3.0,2881024,8678,2.0,7877617.0
1993,Maine,2218520,999025,22207,6.0,881904,5156,6.0,2120356.0
1993,Maryland,8643830,3954237,21860,7.0,3529263,4492,7.0,8322443.0
1993,Massachusetts,11694853,4923252,23754,4.0,4421721,6449,5.0,11017998.0
1993,Michigan,16469347,7551693,21809,7.0,6616029,4893,6.0,16000663.0
1993,Minnesota,8340250,3584021,23271,5.0,3153894,6444,5.0,8028794.0
1993,Mississippi,4368966,2072532,21080,7.0,1767502,4718,7.0,4334188.0
1993,Missouri,9252196,4198347,22038,6.0,3693131,5052,6.0,8924071.0
1993,Montana,1637117,662723,24703,3.0,574346,8504,3.0,1614284.0
1993,Nebraska,2736592,1281167,21360,7.0,1117885,4480,7.0,2668520.0
1993,Nevada,4569991,1124227,40650,1.0,1006887,5387,1.0,4289966.0
1993,New Hampshire,3924425,896175,43791,1.0,797629,9201,1.0,3656490.0
1993,New Jersey,14679099,6417634,22873,5.0,5728198,5626,5.0,13964769.0
1993,New Mexico,2993408,1251321,23922,3.0,1077050,7793,3.0,2873233.0
1993,New York,29188598,14779536,19749,8.0,13123507,2241,8.0,27997741.0
1993,North Carolina,10953170,5698462,19221,9.0,5031089,1771,9.0,10851081.0
1993,North Dakota,1197661,507348,23606,4.0,440593,7183,4.0,1157665.0
1993,Ohio,17271189,8860500,19492,8.0,7787500,2178,8.0,16687530.0
1993,Oklahoma,4376219,2572818,17009,0.0,2239982,9537,0.0,4280974.0
1993,Oregon,5663537,2451712,23100,5.0,2163223,6181,5.0,5542144.0
1993,Pennsylvania,19281409,9829978,19615,8.0,8741754,2057,8.0,18945238.0
1993,Rhode Island,1873080,825568,22688,6.0,737869,5385,6.0,1774875.0
1993,South Carolina,6716064,2915399,23037,5.0,2538856,6453,4.0,6495197.0
1993,South Dakota,1234199,559910,22043,6.0,483378,5533,6.0,1194609.0
1993,Tennessee,7754265,4137295,18742,9.0,3633963,1338,9.0,7574878.0
1993,Texas,32684279,14023509,23307,4.0,12138275,6927,4.0,31834817.0
1993,Utah,1778545,1388812,12806,0.0,1134911,5671,0.0,1642294.0
1993,Vermont,1158389,459944,25185,2.0,406302,8511,3.0,1106279.0
1993,Virginia,10720047,5235720,20475,8.0,4636589,3121,8.0,10393322.0
1993,Washington,9493575,4176270,22732,5.0,3687871,5743,5.0,9252262.0
1993,West Virginia,2495730,1495150,16692,0.0,1301608,9174,0.0,2478208.0
1993,Wisconsin,10930200,4036512,27078,1.0,3541384,864,1.0,10716574.0
1993,Wyoming,899084,367234,24483,3.0,314022,8631,3.0,850890.0
1993,Northeast Region,89893942,41806172,21503,,37239140,4140,,86165764.0
1993,Midwest Region,106595347,48845719,21823,,42864134,4868,,2798109.0
1993,South Region,158133209,71791198,22027,,62993399,5103,,54153968.0
1993,West Region,105170444,43986588,23910,,38647470,7213,,360870.0
1993,United States,459792942,206429677,22274,,181744143,5299,,43113009.0
1994,Alabama,6375712,3418340,18651,9.0,2972928,1446,9.0,6296244.0
1994,Alaska,1368848,452497,30251,1.0,391464,4967,1.0,1296276.0
1994,Arizona,8405825,3355823,25048,2.0,2952496,8470,3.0,8152182.0
1994,Arkansas,3295646,1992577,16540,0.0,1730170,9048,0.0,3190063.0
1994,California,54703429,24389133,22429,5.0,21489841,5455,5.0,51959804.0
1994,Colorado,7537612,2959941,25465,2.0,2613007,8847,2.0,7193431.0
1994,Connecticut,5874102,2675550,21955,6.0,2399546,4480,7.0,5547583.0
1994,Delaware,1584264,574255,27588,1.0,509226,1111,1.0,1510192.0
1994,District of Columbia,1840717,490159,37553,1.0,445551,1313,1.0,1768802.0
1994,Florida,30241742,11620915,26024,2.0,10446149,8950,2.0,28968791.0
1994,Georgia,12143251,5663354,21442,7.0,4945146,4556,7.0,11870733.0
1994,Hawaii,2324941,943240,24648,3.0,832367,7932,3.0,2247518.0
1994,Idaho,1876752,883532,21241,7.0,746243,5149,6.0,1783360.0
1994,Illinois,22222590,9467249,23473,4.0,8322814,6701,4.0,21536885.0
1994,Indiana,8989069,4640763,19370,8.0,4046836,2213,8.0,8657779.0
1994,Iowa,4223048,2293165,18416,9.0,2002056,1094,9.0,4174363.0
1994,Kansas,3529337,2038753,17311,0.0,1779872,9829,0.0,3376917.0
1994,Kentucky,5363715,3099870,17303,0.0,2697672,9883,0.0,5192104.0
1994,Louisiana,8078902,3383037,23881,3.0,2902437,7835,3.0,7768742.0
1994,Maine,2176420,1000608,21751,6.0,883156,4644,6.0,2080262.0
1994,Maryland,8591699,3995824,21502,6.0,3564425,4104,7.0,8297792.0
1994,Massachusetts,11762612,4945200,23786,3.0,4438784,6500,4.0,11097581.0
1994,Michigan,16015028,7611986,21039,7.0,6666318,4024,7.0,15788398.0
1994,Minnesota,8554538,3639278,23506,4.0,3193138,6790,4.0,8332742.0
1994,Mississippi,4205537,2104546,19983,7.0,1792829,3458,7.0,4154302.0
1994,Missouri,9401345,4251382,22114,6.0,3731990,5191,6.0,9094586.0
1994,Montana,1706565,679547,25113,2.0,587492,9048,2.0,1689967.0
1994,Nebraska,2776616,1295419,21434,7.0,1127050,4636,6.0,2710349.0
1994,Nevada,4791695,1196453,40049,1.0,1071176,4733,1.0,4581635.0
1994,New Hampshire,3744864,907012,41288,1.0,805989,6463,1.0,3560423.0
1994,New Jersey,14643579,6455189,22685,5.0,5760893,5419,5.0,14062488.0
1994,New Mexico,2904714,1292978,22465,5.0,1111428,6135,5.0,2801380.0
1994,New York,28623257,14820194,19314,8.0,13146219,1773,8.0,27825463.0
1994,North Carolina,11017759,5814864,18948,8.0,5136031,1452,8.0,10912432.0
1994,North Dakota,1189098,512473,23203,4.0,443329,6822,3.0,1151532.0
1994,Ohio,16454040,8912086,18463,9.0,7823111,1033,9.0,16036642.0
1994,Oklahoma,4628751,2600777,17798,9.0,2259635,485,9.0,4529499.0
1994,Oregon,5544856,2506304,22124,6.0,2206120,5134,6.0,5516874.0
